policy_id,customer_id,product_type,state,premium_amount,coverage_amount,policy_start_date,policy_status,agent_id,created_at
POL-006130,CUST-7181,Annuity,CT,3470.38,250000,2023-11-18,Pending,AGT-800,2026-04-19T06:51:59.755945
POL-006131,CUST-1079,Annuity,NY,1130.77,1000000,2024-06-06,Lapsed,AGT-999,2026-04-19T06:51:59.755960
POL-006132,CUST-6832,Term Life,OR,2693.95,500000,2021-06-12,Lapsed,AGT-442,2026-04-19T06:51:59.755977
POL-006133,CUST-7998,Whole Life,AK,2897.23,250000,2021-10-20,Pending,AGT-489,2026-04-19T06:51:59.755992
POL-006134,CUST-3397,Whole Life,WV,4055.25,250000,2023-02-18,Cancelled,AGT-558,2026-04-19T06:51:59.756006
POL-006135,CUST-3602,Universal Life,MP,1300.73,500000,2023-08-29,Pending,AGT-653,2026-04-19T06:51:59.756020
POL-006136,CUST-3713,Universal Life,NE,4808.62,500000,2024-06-23,Pending,AGT-281,2026-04-19T06:51:59.756035
POL-006137,CUST-4152,Whole Life,NJ,1341.25,500000,2025-09-10,Pending,AGT-526,2026-04-19T06:51:59.756050
POL-006138,CUST-7516,Term Life,IA,325.27,100000,2024-11-30,Cancelled,AGT-713,2026-04-19T06:51:59.756064
POL-006139,CUST-7329,Term Life,SC,2779.55,1000000,2021-06-09,Pending,AGT-272,2026-04-19T06:51:59.756079
POL-006140,CUST-9227,Universal Life,MN,3812.98,1000000,2023-03-30,Lapsed,AGT-378,2026-04-19T06:51:59.756094
POL-006141,CUST-5105,Annuity,OR,4458.52,250000,2022-01-23,Cancelled,AGT-185,2026-04-19T06:51:59.756108
POL-006142,CUST-9521,Universal Life,SD,3145.76,500000,2022-08-23,Pending,AGT-919,2026-04-19T06:51:59.756124
POL-006143,CUST-2420,Whole Life,MD,3369.38,500000,2025-01-10,Active,AGT-970,2026-04-19T06:51:59.756148
POL-006144,CUST-9851,Whole Life,AS,3507.48,250000,2021-10-07,Active,AGT-657,2026-04-19T06:51:59.756165
POL-006145,CUST-5056,Term Life,KS,694.4,250000,2023-03-02,Cancelled,AGT-580,2026-04-19T06:51:59.756181
POL-006146,CUST-7894,Term Life,MP,4042.05,250000,2023-04-03,Pending,AGT-605,2026-04-19T06:51:59.756198
POL-006147,CUST-5058,Term Life,NM,546.19,250000,2021-07-20,Lapsed,AGT-918,2026-04-19T06:51:59.756213
POL-006148,CUST-1455,Term Life,ID,1989.22,100000,2021-07-26,Cancelled,AGT-284,2026-04-19T06:51:59.756229
POL-006149,CUST-1509,Term Life,WY,3173.2,250000,2024-03-07,Active,AGT-472,2026-04-19T06:51:59.756244
POL-006150,CUST-3488,Whole Life,NC,458.66,250000,2021-05-07,Lapsed,AGT-933,2026-04-19T06:51:59.756258
POL-006151,CUST-7471,Whole Life,AL,3426.56,500000,2026-02-16,Active,AGT-707,2026-04-19T06:51:59.756274
POL-006152,CUST-3907,Term Life,IL,923.01,100000,2022-11-09,Lapsed,AGT-350,2026-04-19T06:51:59.756289
POL-006153,CUST-3002,Universal Life,KS,2471.14,100000,2021-11-04,Active,AGT-287,2026-04-19T06:51:59.756304
POL-006154,CUST-6696,Term Life,ND,4498.07,250000,2024-10-18,Active,AGT-779,2026-04-19T06:51:59.756318
POL-006155,CUST-8479,Universal Life,ID,3214.46,1000000,2026-01-24,Active,AGT-107,2026-04-19T06:51:59.756333
POL-006156,CUST-1093,Term Life,VA,3315.18,100000,2022-12-02,Pending,AGT-485,2026-04-19T06:51:59.756350
POL-006157,CUST-6615,Whole Life,ND,4122.06,250000,2022-07-24,Cancelled,AGT-970,2026-04-19T06:51:59.756364
POL-006158,CUST-6061,Whole Life,NM,1360.18,250000,2023-10-25,Pending,AGT-216,2026-04-19T06:51:59.756379
POL-006159,CUST-7106,Term Life,OH,1631.82,1000000,2021-11-19,Cancelled,AGT-545,2026-04-19T06:51:59.756398
POL-006160,CUST-2888,Term Life,TN,2379.46,100000,2026-02-24,Pending,AGT-111,2026-04-19T06:51:59.756433
POL-006161,CUST-3185,Universal Life,KY,789.09,250000,2025-11-19,Active,AGT-964,2026-04-19T06:51:59.756449
POL-006162,CUST-5169,Term Life,TX,328.28,250000,2022-08-21,Active,AGT-981,2026-04-19T06:51:59.756463
POL-006163,CUST-9934,Whole Life,NY,1486.86,100000,2024-05-29,Lapsed,AGT-957,2026-04-19T06:51:59.756478
POL-006164,CUST-4357,Whole Life,MH,654.95,100000,2024-03-04,Active,AGT-483,2026-04-19T06:51:59.756497
POL-006165,CUST-4517,Whole Life,NM,1399.96,100000,2024-01-17,Lapsed,AGT-242,2026-04-19T06:51:59.756514
POL-006166,CUST-6739,Whole Life,RI,3585.85,1000000,2025-06-08,Lapsed,AGT-469,2026-04-19T06:51:59.756528
POL-006167,CUST-3417,Term Life,AS,4431.87,100000,2025-11-22,Lapsed,AGT-214,2026-04-19T06:51:59.756543
POL-006168,CUST-2617,Universal Life,KS,2389.88,500000,2025-04-21,Cancelled,AGT-269,2026-04-19T06:51:59.756558
POL-006169,CUST-9669,Whole Life,RI,920.58,1000000,2023-11-09,Pending,AGT-795,2026-04-19T06:51:59.756574
POL-006170,CUST-1435,Term Life,SC,3771.57,100000,2022-07-13,Pending,AGT-556,2026-04-19T06:51:59.756588
POL-006171,CUST-9282,Term Life,MO,653.4,1000000,2025-03-07,Pending,AGT-913,2026-04-19T06:51:59.756603
POL-006172,CUST-9798,Universal Life,MI,3710.59,100000,2022-01-21,Lapsed,AGT-427,2026-04-19T06:51:59.756617
POL-006173,CUST-2570,Annuity,WA,1025.13,1000000,2023-11-20,Cancelled,AGT-872,2026-04-19T06:51:59.756631
POL-006174,CUST-3773,Universal Life,WV,2267.88,100000,2025-01-10,Lapsed,AGT-275,2026-04-19T06:51:59.756647
POL-006175,CUST-1668,Annuity,KS,509.98,500000,2022-01-15,Lapsed,AGT-756,2026-04-19T06:51:59.756661
POL-006176,CUST-1379,Annuity,FL,4732.58,100000,2021-08-26,Cancelled,AGT-910,2026-04-19T06:51:59.756676
POL-006177,CUST-4233,Term Life,AS,3080.84,500000,2022-06-05,Active,AGT-162,2026-04-19T06:51:59.756690
POL-006178,CUST-6615,Term Life,VI,2292.06,500000,2024-07-31,Active,AGT-640,2026-04-19T06:51:59.756705
POL-006179,CUST-5250,Annuity,MP,902.7,500000,2023-02-28,Pending,AGT-601,2026-04-19T06:51:59.756719
POL-006180,CUST-8316,Term Life,DC,1240.16,1000000,2026-01-18,Cancelled,AGT-546,2026-04-19T06:51:59.756735
POL-006181,CUST-8406,Universal Life,IN,342.6,100000,2023-11-29,Lapsed,AGT-124,2026-04-19T06:51:59.756749
POL-006182,CUST-8364,Universal Life,MS,1435.75,500000,2025-06-03,Active,AGT-447,2026-04-19T06:51:59.756767
POL-006183,CUST-9354,Whole Life,PR,1677.46,100000,2022-04-14,Active,AGT-609,2026-04-19T06:51:59.756781
POL-006184,CUST-3677,Universal Life,OH,918.29,1000000,2025-12-03,Lapsed,AGT-842,2026-04-19T06:51:59.756795
POL-006185,CUST-3253,Whole Life,MD,2867.07,100000,2021-07-14,Lapsed,AGT-233,2026-04-19T06:51:59.756810
POL-006186,CUST-1178,Annuity,PR,628.91,250000,2024-08-22,Active,AGT-946,2026-04-19T06:51:59.756824
POL-006187,CUST-4166,Annuity,GU,235.67,250000,2024-01-11,Pending,AGT-646,2026-04-19T06:51:59.756838
POL-006188,CUST-1508,Term Life,IN,4440.4,100000,2022-12-06,Cancelled,AGT-130,2026-04-19T06:51:59.756853
POL-006189,CUST-3928,Annuity,DE,303.14,500000,2023-05-16,Active,AGT-167,2026-04-19T06:51:59.756867
POL-006190,CUST-8685,Annuity,NY,4293.72,1000000,2024-04-14,Active,AGT-836,2026-04-19T06:51:59.756881
POL-006191,CUST-2453,Universal Life,ME,340.22,1000000,2022-06-06,Cancelled,AGT-653,2026-04-19T06:51:59.756896
POL-006192,CUST-6761,Universal Life,ID,2877.03,1000000,2025-05-14,Lapsed,AGT-745,2026-04-19T06:51:59.756910
POL-006193,CUST-2467,Whole Life,GA,4481.75,500000,2025-08-07,Active,AGT-558,2026-04-19T06:51:59.756924
POL-006194,CUST-1413,Annuity,DE,3210.13,100000,2025-11-05,Lapsed,AGT-655,2026-04-19T06:51:59.756939
POL-006195,CUST-9539,Term Life,KY,2929.99,100000,2024-04-11,Active,AGT-871,2026-04-19T06:51:59.756955
POL-006196,CUST-5495,Annuity,OK,3523.63,1000000,2025-12-27,Pending,AGT-575,2026-04-19T06:51:59.756970
POL-006197,CUST-8192,Universal Life,AZ,4520.38,500000,2023-02-15,Lapsed,AGT-374,2026-04-19T06:51:59.756986
POL-006198,CUST-7538,Term Life,NC,572.52,100000,2024-02-28,Lapsed,AGT-909,2026-04-19T06:51:59.757000
POL-006199,CUST-2549,Universal Life,KY,2168.61,500000,2025-07-30,Active,AGT-594,2026-04-19T06:51:59.757014
POL-006200,CUST-8646,Term Life,AR,731.79,250000,2023-07-29,Lapsed,AGT-668,2026-04-19T06:51:59.757029
POL-006201,CUST-1068,Annuity,NY,3549.45,500000,2021-09-03,Lapsed,AGT-412,2026-04-19T06:51:59.757043
POL-006202,CUST-8407,Whole Life,HI,2258.1,250000,2021-10-01,Cancelled,AGT-982,2026-04-19T06:51:59.757057
POL-006203,CUST-4106,Whole Life,CA,390.66,500000,2023-10-31,Lapsed,AGT-644,2026-04-19T06:51:59.757072
POL-006204,CUST-5387,Universal Life,IL,3940.82,500000,2024-02-16,Pending,AGT-278,2026-04-19T06:51:59.757087
POL-006205,CUST-8513,Whole Life,MH,3135.06,250000,2025-01-31,Lapsed,AGT-743,2026-04-19T06:51:59.757101
POL-006206,CUST-6561,Universal Life,AR,4469.57,100000,2021-09-14,Lapsed,AGT-816,2026-04-19T06:51:59.757116
POL-006207,CUST-5176,Term Life,MA,4481.97,250000,2022-11-08,Pending,AGT-781,2026-04-19T06:51:59.757131
POL-006208,CUST-7941,Whole Life,AS,3597.95,500000,2022-06-11,Pending,AGT-393,2026-04-19T06:51:59.757145
POL-006209,CUST-9744,Annuity,MA,1406.18,1000000,2026-04-05,Lapsed,AGT-699,2026-04-19T06:51:59.757204
POL-006210,CUST-4809,Annuity,VT,3641.9,1000000,2023-09-04,Cancelled,AGT-234,2026-04-19T06:51:59.757224
POL-006211,CUST-4928,Term Life,NH,2810.06,1000000,2025-03-03,Pending,AGT-514,2026-04-19T06:51:59.757240
POL-006212,CUST-3720,Whole Life,UT,2419.27,500000,2024-10-26,Lapsed,AGT-950,2026-04-19T06:51:59.757257
POL-006213,CUST-4844,Annuity,TN,4485.28,1000000,2022-03-20,Lapsed,AGT-157,2026-04-19T06:51:59.757272
POL-006214,CUST-2709,Universal Life,NC,2178.22,250000,2023-02-11,Cancelled,AGT-898,2026-04-19T06:51:59.757287
POL-006215,CUST-1968,Term Life,GA,1382.84,250000,2024-01-22,Active,AGT-483,2026-04-19T06:51:59.757301
POL-006216,CUST-7526,Whole Life,MH,1351.59,500000,2024-07-21,Lapsed,AGT-994,2026-04-19T06:51:59.757316
POL-006217,CUST-7809,Whole Life,MO,2065.64,1000000,2022-07-22,Lapsed,AGT-322,2026-04-19T06:51:59.757331
POL-006218,CUST-4194,Annuity,TX,2350.91,500000,2025-08-08,Cancelled,AGT-372,2026-04-19T06:51:59.757345
POL-006219,CUST-6960,Annuity,CO,4016.14,100000,2021-10-20,Cancelled,AGT-308,2026-04-19T06:51:59.757360
POL-006220,CUST-5438,Annuity,NV,4676.68,100000,2022-05-24,Active,AGT-207,2026-04-19T06:51:59.757374
POL-006221,CUST-8654,Annuity,TX,1399.18,500000,2023-11-28,Cancelled,AGT-681,2026-04-19T06:51:59.757388
POL-006222,CUST-6446,Universal Life,VA,3243.57,250000,2023-07-16,Active,AGT-746,2026-04-19T06:51:59.757404
POL-006223,CUST-9707,Annuity,MO,980.2,500000,2022-07-14,Pending,AGT-343,2026-04-19T06:51:59.757418
POL-006224,CUST-9284,Term Life,TN,4506.23,100000,2026-03-24,Lapsed,AGT-739,2026-04-19T06:51:59.757433
POL-006225,CUST-2822,Term Life,AZ,4895.64,1000000,2022-10-23,Cancelled,AGT-870,2026-04-19T06:51:59.757448
POL-006226,CUST-9046,Whole Life,VA,4520.17,1000000,2021-09-27,Cancelled,AGT-282,2026-04-19T06:51:59.757462
POL-006227,CUST-9210,Universal Life,MA,950.29,1000000,2024-11-22,Lapsed,AGT-430,2026-04-19T06:51:59.757476
POL-006228,CUST-4512,Universal Life,PA,1935.82,100000,2023-06-30,Cancelled,AGT-345,2026-04-19T06:51:59.757495
POL-006229,CUST-1034,Term Life,OK,2377.12,100000,2024-07-19,Cancelled,AGT-477,2026-04-19T06:51:59.757512
POL-006230,CUST-2233,Whole Life,TX,4297.5,1000000,2024-08-10,Lapsed,AGT-803,2026-04-19T06:51:59.757527
POL-006231,CUST-4843,Term Life,AK,1764.06,1000000,2025-06-18,Lapsed,AGT-366,2026-04-19T06:51:59.757541
POL-006232,CUST-6313,Whole Life,DC,4988.45,100000,2026-02-21,Active,AGT-243,2026-04-19T06:51:59.757556
POL-006233,CUST-5112,Universal Life,AZ,4900.49,250000,2022-08-22,Pending,AGT-647,2026-04-19T06:51:59.757571
POL-006234,CUST-7290,Whole Life,AR,1611.84,100000,2025-01-06,Active,AGT-375,2026-04-19T06:51:59.757585
POL-006235,CUST-7811,Term Life,IN,2186.29,1000000,2021-12-01,Active,AGT-842,2026-04-19T06:51:59.757613
POL-006236,CUST-1433,Universal Life,MS,4064.11,1000000,2024-02-23,Lapsed,AGT-867,2026-04-19T06:51:59.757637
POL-006237,CUST-8305,Annuity,FL,3074.97,250000,2023-11-05,Active,AGT-631,2026-04-19T06:51:59.757654
POL-006238,CUST-9045,Term Life,AR,1990.21,100000,2026-03-20,Pending,AGT-179,2026-04-19T06:51:59.757672
POL-006239,CUST-5362,Universal Life,ID,509.27,100000,2024-10-09,Active,AGT-210,2026-04-19T06:51:59.757687
POL-006240,CUST-3698,Annuity,MO,110.9,250000,2024-09-29,Active,AGT-525,2026-04-19T06:51:59.757701
POL-006241,CUST-1722,Term Life,FL,4557.89,100000,2025-12-21,Lapsed,AGT-592,2026-04-19T06:51:59.757715
POL-006242,CUST-3704,Universal Life,NE,3967.09,250000,2023-09-02,Lapsed,AGT-215,2026-04-19T06:51:59.757730
POL-006243,CUST-3828,Term Life,ID,2815.5,100000,2025-06-16,Cancelled,AGT-865,2026-04-19T06:51:59.757745
POL-006244,CUST-9978,Annuity,MI,790.95,100000,2025-06-15,Pending,AGT-733,2026-04-19T06:51:59.757762
POL-006245,CUST-7472,Universal Life,MO,3127.64,1000000,2022-02-05,Cancelled,AGT-267,2026-04-19T06:51:59.757777
POL-006246,CUST-1531,Term Life,LA,3271.92,500000,2025-02-21,Active,AGT-384,2026-04-19T06:51:59.757792
POL-006247,CUST-5418,Whole Life,FL,1361.2,100000,2024-04-22,Pending,AGT-328,2026-04-19T06:51:59.757806
POL-006248,CUST-9000,Whole Life,MA,1308.79,1000000,2024-08-09,Active,AGT-835,2026-04-19T06:51:59.757823
POL-006249,CUST-6799,Annuity,DE,931.32,500000,2024-11-05,Cancelled,AGT-567,2026-04-19T06:51:59.757841
POL-006250,CUST-6302,Universal Life,PW,3517.89,250000,2023-07-07,Pending,AGT-819,2026-04-19T06:51:59.757857
POL-006251,CUST-9254,Whole Life,CT,3005.86,100000,2024-06-15,Cancelled,AGT-421,2026-04-19T06:51:59.757873
POL-006252,CUST-9174,Universal Life,NE,2916.43,250000,2023-10-06,Pending,AGT-554,2026-04-19T06:51:59.757888
POL-006253,CUST-8119,Term Life,WI,2398.33,100000,2026-04-17,Active,AGT-477,2026-04-19T06:51:59.757903
POL-006254,CUST-4578,Annuity,KY,3675.84,100000,2021-06-19,Cancelled,AGT-104,2026-04-19T06:51:59.757918
POL-006255,CUST-5599,Whole Life,OH,2892.02,250000,2023-09-15,Cancelled,AGT-927,2026-04-19T06:51:59.757933
POL-006256,CUST-8104,Term Life,AK,4385.41,500000,2024-12-20,Pending,AGT-733,2026-04-19T06:51:59.757947
POL-006257,CUST-7276,Universal Life,GU,3611.77,1000000,2022-06-09,Lapsed,AGT-465,2026-04-19T06:51:59.757962
POL-006258,CUST-6034,Universal Life,VA,4545.29,1000000,2023-05-04,Active,AGT-597,2026-04-19T06:51:59.757977
POL-006259,CUST-6351,Term Life,MA,4006.27,100000,2025-02-18,Active,AGT-190,2026-04-19T06:51:59.757991
POL-006260,CUST-9198,Annuity,RI,734.7,250000,2025-05-25,Lapsed,AGT-488,2026-04-19T06:51:59.758007
POL-006261,CUST-6092,Annuity,CA,4582.89,100000,2024-01-13,Lapsed,AGT-975,2026-04-19T06:51:59.758021
POL-006262,CUST-5545,Annuity,PW,2953.9,100000,2023-10-26,Cancelled,AGT-905,2026-04-19T06:51:59.758036
POL-006263,CUST-4836,Annuity,GU,2085.87,250000,2025-02-10,Cancelled,AGT-261,2026-04-19T06:51:59.758050
POL-006264,CUST-5528,Whole Life,WA,2406.08,1000000,2023-01-17,Cancelled,AGT-138,2026-04-19T06:51:59.758065
POL-006265,CUST-8327,Universal Life,VA,4613.63,500000,2023-05-05,Cancelled,AGT-569,2026-04-19T06:51:59.758079
POL-006266,CUST-4661,Universal Life,NY,4389.87,500000,2024-01-15,Cancelled,AGT-844,2026-04-19T06:51:59.758094
POL-006267,CUST-3534,Annuity,TN,472.64,250000,2021-12-05,Cancelled,AGT-937,2026-04-19T06:51:59.758108
POL-006268,CUST-5758,Universal Life,FM,2344.03,100000,2023-06-10,Active,AGT-775,2026-04-19T06:51:59.758122
POL-006269,CUST-9057,Annuity,MS,3887.01,250000,2023-02-15,Pending,AGT-703,2026-04-19T06:51:59.758136
POL-006270,CUST-3869,Annuity,VA,2856.78,1000000,2023-04-26,Cancelled,AGT-998,2026-04-19T06:51:59.758150
POL-006271,CUST-3655,Whole Life,MT,3954.04,1000000,2024-02-07,Pending,AGT-360,2026-04-19T06:51:59.758165
POL-006272,CUST-1864,Whole Life,GU,395.08,250000,2022-10-30,Cancelled,AGT-375,2026-04-19T06:51:59.758179
POL-006273,CUST-1623,Universal Life,SD,104.52,500000,2024-12-26,Active,AGT-450,2026-04-19T06:51:59.758193
POL-006274,CUST-2345,Whole Life,FM,1486.06,1000000,2025-06-19,Cancelled,AGT-581,2026-04-19T06:51:59.758209
POL-006275,CUST-6245,Whole Life,WY,4202.07,500000,2023-04-14,Active,AGT-824,2026-04-19T06:51:59.758224
POL-006276,CUST-4304,Universal Life,FM,1938.07,250000,2022-10-03,Cancelled,AGT-264,2026-04-19T06:51:59.758240
POL-006277,CUST-5658,Universal Life,VA,444.58,250000,2021-06-30,Pending,AGT-865,2026-04-19T06:51:59.758255
POL-006278,CUST-3745,Term Life,AR,1428.49,500000,2024-11-10,Lapsed,AGT-122,2026-04-19T06:51:59.758269
POL-006279,CUST-7518,Whole Life,HI,1102.02,1000000,2025-01-17,Active,AGT-170,2026-04-19T06:51:59.758284
POL-006280,CUST-9637,Universal Life,TN,2675.33,250000,2025-04-16,Pending,AGT-247,2026-04-19T06:51:59.758298
POL-006281,CUST-9540,Whole Life,NC,3288.46,500000,2025-08-06,Lapsed,AGT-774,2026-04-19T06:51:59.758312
POL-006282,CUST-4580,Term Life,FL,1505.59,100000,2025-09-23,Pending,AGT-187,2026-04-19T06:51:59.758327
POL-006283,CUST-7301,Term Life,SC,4962.68,250000,2023-06-12,Lapsed,AGT-162,2026-04-19T06:51:59.758341
POL-006284,CUST-9267,Annuity,IA,1530.19,100000,2024-05-12,Cancelled,AGT-355,2026-04-19T06:51:59.758356
POL-006285,CUST-7875,Universal Life,LA,365.69,250000,2024-11-21,Active,AGT-745,2026-04-19T06:51:59.758370
POL-006286,CUST-4263,Term Life,KS,1190.34,100000,2022-07-15,Lapsed,AGT-800,2026-04-19T06:51:59.758384
POL-006287,CUST-2094,Term Life,NH,2943.72,1000000,2026-02-25,Pending,AGT-842,2026-04-19T06:51:59.758398
POL-006288,CUST-7769,Universal Life,NH,4703.76,1000000,2024-08-17,Pending,AGT-345,2026-04-19T06:51:59.758413
POL-006289,CUST-7816,Annuity,NM,3849.7,1000000,2021-09-18,Pending,AGT-418,2026-04-19T06:51:59.758427
POL-006290,CUST-6850,Annuity,OH,1564.1,100000,2023-12-27,Lapsed,AGT-356,2026-04-19T06:51:59.758442
POL-006291,CUST-9261,Term Life,IA,3105.56,500000,2021-10-16,Lapsed,AGT-466,2026-04-19T06:51:59.758457
POL-006292,CUST-2819,Term Life,CA,4518.54,250000,2022-06-02,Pending,AGT-739,2026-04-19T06:51:59.758474
POL-006293,CUST-4347,Annuity,AZ,1920.17,250000,2024-10-18,Active,AGT-650,2026-04-19T06:51:59.758490
POL-006294,CUST-3216,Whole Life,PA,3486.62,250000,2021-09-19,Active,AGT-310,2026-04-19T06:51:59.758504
POL-006295,CUST-6983,Term Life,KS,1625.5,500000,2024-02-19,Cancelled,AGT-864,2026-04-19T06:51:59.758543
POL-006296,CUST-1466,Universal Life,VA,211.91,1000000,2025-08-02,Cancelled,AGT-117,2026-04-19T06:51:59.758561
POL-006297,CUST-8080,Whole Life,CO,4021.38,1000000,2021-08-06,Active,AGT-494,2026-04-19T06:51:59.758576
POL-006298,CUST-8209,Annuity,NV,3614.78,500000,2021-09-07,Active,AGT-864,2026-04-19T06:51:59.758591
POL-006299,CUST-5865,Annuity,ND,4093.34,1000000,2024-03-26,Pending,AGT-260,2026-04-19T06:51:59.758608
POL-006300,CUST-2759,Universal Life,WA,4800.0,250000,2022-06-24,Cancelled,AGT-776,2026-04-19T06:51:59.758623
POL-006301,CUST-3225,Universal Life,FL,3516.59,1000000,2021-12-15,Lapsed,AGT-155,2026-04-19T06:51:59.758680
POL-006302,CUST-3855,Annuity,MO,363.03,500000,2023-09-12,Pending,AGT-272,2026-04-19T06:51:59.758705
POL-006303,CUST-6650,Whole Life,MP,3366.81,250000,2024-07-01,Lapsed,AGT-858,2026-04-19T06:51:59.758723
POL-006304,CUST-6918,Whole Life,SC,2324.36,100000,2024-03-25,Lapsed,AGT-483,2026-04-19T06:51:59.758741
POL-006305,CUST-9948,Whole Life,MA,2731.36,100000,2022-08-20,Cancelled,AGT-950,2026-04-19T06:51:59.758758
POL-006306,CUST-6869,Term Life,PA,1982.06,500000,2022-10-25,Active,AGT-867,2026-04-19T06:51:59.758773
POL-006307,CUST-5526,Annuity,MO,4197.43,1000000,2022-01-20,Cancelled,AGT-405,2026-04-19T06:51:59.758789
POL-006308,CUST-8087,Annuity,WV,3860.53,250000,2022-04-15,Lapsed,AGT-944,2026-04-19T06:51:59.758805
POL-006309,CUST-1096,Term Life,ND,1363.35,500000,2022-11-24,Lapsed,AGT-410,2026-04-19T06:51:59.758819
POL-006310,CUST-3559,Universal Life,NV,2528.02,500000,2024-09-05,Cancelled,AGT-361,2026-04-19T06:51:59.758834
POL-006311,CUST-9088,Term Life,CA,3958.57,1000000,2023-12-15,Pending,AGT-713,2026-04-19T06:51:59.758849
POL-006312,CUST-6679,Term Life,WY,712.18,500000,2021-07-03,Pending,AGT-562,2026-04-19T06:51:59.758862
POL-006313,CUST-1712,Whole Life,HI,2175.24,250000,2023-03-26,Cancelled,AGT-145,2026-04-19T06:51:59.758877
POL-006314,CUST-3100,Term Life,SD,380.75,500000,2024-01-02,Active,AGT-572,2026-04-19T06:51:59.758891
POL-006315,CUST-8922,Term Life,ND,4160.41,1000000,2023-09-15,Lapsed,AGT-376,2026-04-19T06:51:59.758907
POL-006316,CUST-7936,Term Life,SD,3397.31,100000,2022-11-18,Pending,AGT-200,2026-04-19T06:51:59.758922
POL-006317,CUST-4630,Annuity,IL,161.63,1000000,2025-04-20,Lapsed,AGT-921,2026-04-19T06:51:59.758936
POL-006318,CUST-2438,Universal Life,FL,4437.69,500000,2022-06-16,Pending,AGT-431,2026-04-19T06:51:59.758950
POL-006319,CUST-3907,Universal Life,SC,1792.02,250000,2022-09-19,Lapsed,AGT-990,2026-04-19T06:51:59.758964
POL-006320,CUST-3056,Universal Life,GA,2500.44,500000,2022-07-27,Active,AGT-463,2026-04-19T06:51:59.758978
POL-006321,CUST-1855,Universal Life,AL,4545.62,1000000,2024-10-02,Active,AGT-455,2026-04-19T06:51:59.758993
POL-006322,CUST-6874,Universal Life,NE,638.08,500000,2026-04-08,Cancelled,AGT-955,2026-04-19T06:51:59.759007
POL-006323,CUST-7813,Universal Life,SC,496.66,1000000,2023-11-07,Pending,AGT-673,2026-04-19T06:51:59.759021
POL-006324,CUST-5940,Term Life,MH,2871.8,1000000,2023-11-07,Lapsed,AGT-497,2026-04-19T06:51:59.759036
POL-006325,CUST-5110,Universal Life,DC,3232.21,500000,2021-11-23,Cancelled,AGT-421,2026-04-19T06:51:59.759050
POL-006326,CUST-2956,Universal Life,AS,671.18,100000,2023-08-02,Lapsed,AGT-312,2026-04-19T06:51:59.759065
POL-006327,CUST-6475,Universal Life,OK,4922.36,250000,2021-12-30,Lapsed,AGT-367,2026-04-19T06:51:59.759079
POL-006328,CUST-7085,Term Life,NV,2602.72,500000,2025-06-02,Pending,AGT-721,2026-04-19T06:51:59.759094
POL-006329,CUST-7620,Term Life,ID,3007.95,100000,2024-06-23,Lapsed,AGT-756,2026-04-19T06:51:59.759109
POL-006330,CUST-8039,Universal Life,AS,4243.76,500000,2023-12-11,Pending,AGT-693,2026-04-19T06:51:59.759123
POL-006331,CUST-8964,Annuity,MO,2675.41,1000000,2026-03-13,Lapsed,AGT-187,2026-04-19T06:51:59.759138
POL-006332,CUST-7960,Whole Life,MN,386.43,250000,2021-08-10,Pending,AGT-742,2026-04-19T06:51:59.759152
POL-006333,CUST-1834,Annuity,GU,3572.24,1000000,2021-09-10,Lapsed,AGT-284,2026-04-19T06:51:59.759166
POL-006334,CUST-6694,Term Life,SC,2167.59,250000,2021-07-02,Lapsed,AGT-104,2026-04-19T06:51:59.759180
POL-006335,CUST-2974,Whole Life,OH,2465.12,1000000,2024-11-07,Active,AGT-213,2026-04-19T06:51:59.759194
POL-006336,CUST-8993,Universal Life,DE,1098.62,100000,2025-05-05,Active,AGT-684,2026-04-19T06:51:59.759208
POL-006337,CUST-9231,Universal Life,DE,1294.21,100000,2022-01-14,Cancelled,AGT-783,2026-04-19T06:51:59.759222
POL-006338,CUST-6667,Whole Life,SC,4080.29,100000,2023-01-02,Pending,AGT-907,2026-04-19T06:51:59.759237
POL-006339,CUST-3456,Whole Life,SD,1043.98,1000000,2022-02-24,Lapsed,AGT-456,2026-04-19T06:51:59.759251
POL-006340,CUST-7835,Universal Life,DC,1109.82,500000,2021-12-10,Pending,AGT-565,2026-04-19T06:51:59.759268
POL-006341,CUST-7122,Universal Life,OH,3139.67,500000,2024-10-29,Lapsed,AGT-884,2026-04-19T06:51:59.759284
POL-006342,CUST-9533,Annuity,NM,4021.9,100000,2025-09-29,Cancelled,AGT-108,2026-04-19T06:51:59.759299
POL-006343,CUST-1578,Whole Life,TX,4290.21,250000,2022-05-13,Pending,AGT-308,2026-04-19T06:51:59.759314
POL-006344,CUST-1302,Whole Life,PA,3786.75,500000,2025-03-01,Lapsed,AGT-826,2026-04-19T06:51:59.759329
POL-006345,CUST-8282,Annuity,NE,4337.88,1000000,2023-07-11,Lapsed,AGT-866,2026-04-19T06:51:59.759343
POL-006346,CUST-6322,Whole Life,IA,3449.2,250000,2025-08-14,Cancelled,AGT-959,2026-04-19T06:51:59.759358
POL-006347,CUST-7769,Term Life,SC,668.09,250000,2023-07-17,Active,AGT-348,2026-04-19T06:51:59.759373
POL-006348,CUST-9848,Term Life,CT,3464.99,1000000,2022-03-31,Cancelled,AGT-617,2026-04-19T06:51:59.759388
